DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year,hour,crime_severity
240908606,2024-04-30,2024-01-25,1135,9,Van Nuys,984,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,24,M,W,710.0,OTHER PREMISE,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,4300    VAN NUYS                     BL,Unknown,34.1491,-118.4491,2024,11,Low
201318512,2020-10-13,2020-10-07,1207,13,Newton,1342,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,60,M,B,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,745.0,0.0,0.0,0.0,3600 S  MAIN                         ST,Unknown,34.0168,-118.2738,2020,12,Low
220117311,2022-07-31,2022-07-30,2200,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344,23,M,C,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,900 S  HILL                         ST,Unknown,34.042,-118.2625,2022,22,Moderate
221316238,2022-08-19,2022-08-19,615,13,Newton,1313,1,210,ROBBERY,0334 0344 0302 0337 1822,31,M,H,301.0,GAS STATION,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210.0,0.0,0.0,0.0,600 E  WASHINGTON                   BL,Unknown,34.0284,-118.2592,2022,6,Moderate
210704182,2021-01-06,2021-01-06,1200,7,Wilshire,735,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,28,F,H,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,5400    WILSHIRE                     BL,Unknown,34.0633,-118.3473,2021,12,Low
220106029,2022-02-04,2022-02-04,2030,1,Central,166,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1266 2004 0913 2003,53,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,0.0,0.0,0.0,500 E  7TH                          ST,Unknown,34.0421,-118.2469,2022,20,Low
220110718,2022-04-19,2022-04-11,805,1,Central,163,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1501,35,M,H,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,956.0,0.0,0.0,0.0,700 S  SPRING                       ST,Unknown,34.0438,-118.2547,2022,8,Low
212105288,2021-02-07,2021-02-07,2245,21,Topanga,2157,1,350,"THEFT, PERSON",2000 0416 0344,37,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350.0,626.0,0.0,0.0,21200    KITTRIDGE                    ST,Unknown,34.1913,-118.5942,2021,22,Low
221007344,2022-03-30,2022-03-08,1909,10,West Valley,1017,2,900,VIOLATION OF COURT ORDER,1810 2038,53,M,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AA,Adult Arrest,900.0,0.0,0.0,0.0,7400    WHITE OAK                    AV,Unknown,34.2048,-118.5186,2022,19,Low
241310117,2024-06-09,2024-06-08,2330,13,Newton,1317,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,LONG BEACH,14TH,34.026,-118.2412,2024,23,Low
241911535,2024-09-09,2024-09-05,1601,19,Mission,1975,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,403.0,DRUG STORE,0.0,Unknown,AA,Adult Arrest,442.0,0.0,0.0,0.0,9000    WOODMAN                      AV,Unknown,34.2342,-118.4436,2024,16,Low
231314458,2023-07-24,2023-07-22,100,13,Newton,1309,1,352,PICKPOCKET,0344 1822,18,F,H,213.0,WAREHOUSE,0.0,Unknown,IC,Invest Cont,352.0,0.0,0.0,0.0,1300    MATEO                        ST,Unknown,34.0287,-118.2322,2023,1,Low
221218568,2022-08-29,2022-08-29,830,12,77th Street,1263,1,761,BRANDISH WEAPON,0342 0913 1309 0443 0371 0334,34,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,761.0,0.0,0.0,0.0,2100 W  85TH                         ST,Unknown,33.9609,-118.3156,2022,8,Low
240119712,2024-10-09,2024-10-09,810,1,Central,119,2,888,TRESPASSING,0910,0,M,O,900.0,MTA - RED LINE - UNION STATION,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,800 N  ALAMEDA                      ST,Unknown,34.0561,-118.2375,2024,8,Low
231614939,2023-12-13,2023-12-11,1427,16,Foothill,1634,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,0,X,X,109.0,PARK/PLAYGROUND,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,10900    DRONFIELD                    AV,Unknown,34.2707,-118.3943,2023,14,Low
240200501,2024-01-01,2024-01-01,10,2,Rampart,265,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1822 1100 0450 1407,0,X,X,103.0,ALLEY,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,0.0,0.0,700 S  WESTLAKE                     AV,Unknown,34.0559,-118.2756,2024,0,Low
221817038,2022-09-07,2022-08-01,1,18,Southeast,1824,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,41,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,900 E  COLDEN                       AV,Unknown,33.9493,-118.2587,2022,0,Low
242010878,2024-08-15,2024-07-30,1755,20,Olympic,2053,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1822,40,F,K,406.0,OTHER STORE,0.0,Unknown,IC,Invest Cont,343.0,0.0,0.0,0.0,3200 W  OLYMPIC                      BL,Unknown,34.0526,-118.3063,2024,17,Low
210307793,2021-03-22,2021-03-22,220,3,Southwest,363,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0209 0450 1310,20,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,0.0,0.0,0.0,BUCKINGHAM,MARTIN LUTHER KING JR        BL,34.015,-118.3416,2021,2,Moderate
221304073,2022-01-03,2021-12-31,1800,13,Newton,1393,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,MAIN                         ST,64TH                         ST,33.9814,-118.2739,2021,18,Low
241607247,2024-04-14,2024-04-13,1745,16,Foothill,1684,2,623,BATTERY POLICE (SIMPLE),2004 1212 0416,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623.0,0.0,0.0,0.0,7800    SIMPSON                      AV,Unknown,34.2121,-118.3889,2024,17,Low
220126672,2022-12-19,2022-10-15,800,1,Central,119,2,354,THEFT OF IDENTITY,0344 1822 0928,44,M,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,1000 N  VIGNES                       ST,Unknown,34.0589,-118.2323,2022,8,Low
231509345,2023-05-01,2023-05-01,1730,15,N Hollywood,1549,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,202.0,LIQUOR STORE,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,11200    BURBANK                      BL,Unknown,34.1722,-118.375,2023,17,Low
240409638,2024-08-22,2024-08-17,1,4,Hollenbeck,457,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,2400    CINCINNATI                   ST,Unknown,34.0477,-118.2072,2024,0,Low
201608123,2020-04-07,2020-03-19,1855,16,Foothill,1642,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0913 1257 1501,3,M,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AO,Adult Other,237.0,0.0,0.0,0.0,10300    CAYUGA                       AV,Unknown,34.2578,-118.4209,2020,18,Low
212000574,2021-02-10,2020-02-10,130,20,Olympic,2026,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0447 0416 0432 0446 0302 1243,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,998.0,0.0,0.0,400 S  NEW HAMPSHIRE                AV,Unknown,34.0654,-118.2929,2020,1,Moderate
221815427,2022-08-08,2022-08-08,330,18,Southeast,1841,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,10500 S  HOOVER                       ST,Unknown,33.9407,-118.287,2022,3,Low
212107786,2021-04-15,2021-04-05,1700,21,Topanga,2136,1,310,BURGLARY,0358 0344,50,M,W,120.0,STORAGE SHED,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,7300    JORDAN                       AV,Unknown,34.2029,-118.6029,2021,17,Moderate
210608968,2021-04-26,2021-04-26,100,6,Hollywood,647,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0421 0422 0443 1817 0913 1801,24,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,0.0,0.0,0.0,1600 N  BRONSON                      AV,Unknown,34.1,-118.318,2021,1,Low
240908443,2024-04-25,2024-04-25,1900,9,Van Nuys,964,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325 0342,0,X,X,405.0,CLOTHING STORE,0.0,Unknown,IC,Invest Cont,343.0,0.0,0.0,0.0,14000    RIVERSIDE                    DR,Unknown,34.1576,-118.4387,2024,19,Low
202004495,2020-01-12,2020-01-12,245,20,Olympic,2069,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 0448 1206 1814 2000,27,F,K,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,6TH,NEW HAMPSHIRE,34.0499,-118.2879,2020,2,Moderate
221809651,2022-04-23,2022-04-23,1800,18,Southeast,1801,2,624,BATTERY - SIMPLE ASSAULT,0360 0416 0602 0913 1300,51,M,B,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,88TH,FIGUEROA,33.9574,-118.2827,2022,18,Moderate
220206055,2022-02-17,2022-02-17,1530,2,Rampart,281,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 0446 0419 0444 0429,19,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,0.0,0.0,0.0,1200 S  ALVARADO                     ST,Unknown,34.0488,-118.2817,2022,15,Moderate
210610486,2021-05-31,2021-05-31,1130,6,Hollywood,639,2,623,BATTERY POLICE (SIMPLE),1212 0400 2004 1822 0417,0,X,X,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,0.0,0.0,0.0,HOLLYWOOD,WESTERN,34.1018,-118.3093,2021,11,Low
220406437,2022-03-14,2022-03-14,1330,4,Hollenbeck,457,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0448,54,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,2400 E  CESAR E CHAVEZ               AV,Unknown,34.0469,-118.2032,2022,13,Moderate
212113273,2021-08-30,2021-08-30,1430,21,Topanga,2107,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0334 0416 1402 1814 0913,55,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,236.0,998.0,0.0,0.0,21200    ROSCOE                       BL,Unknown,34.2234,-118.5932,2021,14,Moderate
200117603,2020-04-06,2020-04-06,1200,1,Central,155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726.0,POLICE FACILITY,0.0,Unknown,IC,Invest Cont,845.0,0.0,0.0,0.0,200 E  6TH                          ST,Unknown,34.0448,-118.2474,2020,12,Low
241808298,2024-04-02,2024-04-02,200,18,Southeast,1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0432 1402,51,M,W,124.0,BUS STOP,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,998.0,0.0,0.0,CENTURY                      BL,AVALON,33.9456,-118.2652,2024,2,Moderate
220412482,2022-08-25,2022-08-25,2115,4,Hollenbeck,489,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 0500 1300 1309 1258 0522,13,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,0.0,0.0,1200 S  SOTO                         ST,Unknown,34.0281,-118.2194,2022,21,Low
221508850,2022-04-18,2022-04-17,1930,15,N Hollywood,1583,1,320,"BURGLARY, ATTEMPTED",1607 1402,0,M,O,203.0,OTHER BUSINESS,0.0,Unknown,AO,Adult Other,320.0,998.0,0.0,0.0,11800    VENTURA                      BL,Unknown,34.1451,-118.3875,2022,19,Moderate
221304004,2021-12-31,2021-12-31,1330,13,Newton,1372,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,0,M,W,402.0,MARKET,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,5300 S  MAIN                         ST,Unknown,33.9942,-118.274,2021,13,Low
210814187,2021-09-18,2021-08-23,1700,8,West LA,884,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,82,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,10900 W  PICO                         BL,Unknown,34.0396,-118.4296,2021,17,Low
242005005,2024-01-18,2024-01-17,2200,20,Olympic,2014,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,100 S  KINGSLEY                     DR,Unknown,34.0737,-118.3029,2024,22,Low
220322321,2022-12-25,2022-12-24,1400,3,Southwest,397,1,520,VEHICLE - ATTEMPT STOLEN,0329 1300,27,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,520.0,0.0,0.0,0.0,4300    WALTON                       AV,Unknown,34.0055,-118.2948,2022,14,Low
221222537,2022-10-29,2022-10-29,40,12,77th Street,1257,1,210,ROBBERY,0916 1300 1822 0213 0334 0432 0337 0344 0411,19,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,0.0,0.0,0.0,76TH                         ST,FIGUEROA                     ST,33.9708,-118.2827,2022,0,Moderate
210907006,2021-03-16,2021-03-13,1300,9,Van Nuys,966,1,330,BURGLARY FROM VEHICLE,0321 0344 1300 1822 1420,47,F,O,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,13400    RIVERSIDE                    DR,Unknown,34.1576,-118.4253,2021,13,Moderate
221115379,2022-10-22,2022-10-13,2230,11,Northeast,1123,2,886,DISTURBING THE PEACE,0913 0361,40,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AO,Adult Other,886.0,0.0,0.0,0.0,3200    INGLEDALE                    TR,Unknown,34.1178,-118.264,2022,22,Low
231818713,2023-10-31,2023-10-31,2240,18,Southeast,1801,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0444 1300 1202 0432 2002,62,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,0.0,0.0,0.0,500 W  90TH                         ST,Unknown,33.9551,-118.2827,2023,22,Moderate
220813917,2022-08-30,2022-07-29,733,8,West LA,884,1,310,BURGLARY,0344 0346 1602 0352 1822,46,F,A,221.0,PUBLIC STORAGE,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,11200 W  PICO                         BL,Unknown,34.0362,-118.4367,2022,7,Moderate
232007744,2023-03-05,2023-03-03,1300,20,Olympic,2026,2,354,THEFT OF IDENTITY,1822 0935,50,F,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,300 S  BERENDO                      ST,Unknown,34.0691,-118.2941,2023,13,Low
220512968,2022-08-26,2022-08-24,2230,5,Harbor,587,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,68,F,O,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,3500 S  DENISON                      AV,Unknown,33.7124,-118.2889,2022,22,Low
240405658,2024-02-20,2024-02-20,1655,4,Hollenbeck,467,1,330,BURGLARY FROM VEHICLE,1300 1307 1302 0344,45,M,H,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,2700 E  1ST                          ST,Unknown,34.0421,-118.206,2024,16,Moderate
210310165,2021-05-11,2021-05-11,1000,3,Southwest,356,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309 0913 1814 2000,37,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,AO,Adult Other,740.0,0.0,0.0,0.0,1500 W  JEFFERSON                    BL,Unknown,34.0255,-118.3002,2021,10,Low
241506232,2024-02-16,2024-01-26,1240,15,N Hollywood,1595,2,354,THEFT OF IDENTITY,0928,45,M,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,11200    LAURIE                       DR,Unknown,34.1357,-118.3746,2024,12,Low
231419713,2023-11-02,2023-10-10,915,14,Pacific,1444,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,34,M,W,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,600    OLIVE                        ST,Unknown,33.9869,-118.4559,2023,9,Moderate
210706395,2021-03-07,2021-03-07,1255,7,Wilshire,765,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0422 1822 1402,55,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,998.0,0.0,0.0,RIMPAU,PICO,34.0493,-118.3367,2021,12,Moderate
200918183,2020-12-07,2020-12-07,1530,9,Van Nuys,923,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40,F,H,602.0,BANK,0.0,Unknown,AO,Adult Other,740.0,0.0,0.0,0.0,15200    VICTORY                      BL,Unknown,34.1903,-118.4574,2020,15,Low
210808893,2021-05-02,2021-04-29,1830,8,West LA,893,1,330,BURGLARY FROM VEHICLE,0352 0344 1609,26,M,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,GLENDON                      AV,CLARKSON                     RD,34.0341,-118.4224,2021,18,Moderate
230214054,2023-07-14,2023-05-31,1100,2,Rampart,237,1,310,BURGLARY,1605 0344,46,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,100    LUCAS                        AV,Unknown,34.0618,-118.2597,2023,11,Moderate
201913571,2020-08-22,2020-08-21,2230,19,Mission,1958,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,9900    GULLO                        AV,Unknown,34.2499,-118.4489,2020,22,Low
231223421,2023-11-19,2023-11-19,1300,12,77th Street,1259,2,624,BATTERY - SIMPLE ASSAULT,0913 0329 1252 0416,41,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,900 E  FLORENCE                     AV,Unknown,33.9747,-118.2587,2023,13,Moderate
220208430,2022-04-03,2022-04-03,215,2,Rampart,257,2,354,THEFT OF IDENTITY,0100 0922,27,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,1300    INGRAHAM                     ST,Unknown,34.0531,-118.2672,2022,2,Low
231813478,2023-07-15,2023-07-15,1045,18,Southeast,1842,2,624,BATTERY - SIMPLE ASSAULT,0913 0602 0360 0400,22,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,200 E  111TH                        PL,Unknown,33.9339,-118.2715,2023,10,Moderate
231210008,2023-04-12,2023-04-11,1900,12,77th Street,1267,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0422 1822,24,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,0.0,0.0,0.0,600 W  84TH                         ST,Unknown,33.9622,-118.2846,2023,19,Low
210511417,2021-07-13,2021-07-13,1416,5,Harbor,565,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0202 0344,0,X,X,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,900 S  GAFFEY                       ST,Unknown,33.7358,-118.2924,2021,14,Low
221514376,2022-09-02,2022-09-02,1230,15,N Hollywood,1583,2,624,BATTERY - SIMPLE ASSAULT,0416 2028 2004,36,F,A,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,11400    VENTURA                      BL,Unknown,34.1451,-118.3875,2022,12,Moderate
231414730,2023-07-25,2023-07-21,1820,14,Pacific,1485,1,330,BURGLARY FROM VEHICLE,1609 0344,64,F,B,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,8600 S  SEPULVEDA                    BL,Unknown,33.9579,-118.402,2023,18,Moderate
202113893,2020-09-17,2020-09-17,1345,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0416 1210 0329,43,M,O,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,6000    VARIEL                       AV,Unknown,34.1793,-118.5928,2020,13,Moderate
221506633,2022-03-06,2022-03-01,1225,15,N Hollywood,1585,2,903,CONTEMPT OF COURT,2038,31,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AO,Adult Other,903.0,0.0,0.0,0.0,11100    ACAMA                        ST,Unknown,34.1462,-118.3728,2022,12,Low
211010711,2021-07-28,2021-07-27,2300,10,West Valley,1065,2,901,VIOLATION OF RESTRAINING ORDER,0913 0603 1420 0361,52,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AA,Adult Arrest,901.0,0.0,0.0,0.0,5300    NEWCASTLE                    AV,Unknown,34.1667,-118.5244,2021,23,Low
200405640,2020-02-12,2020-02-12,1520,4,Hollenbeck,438,2,901,VIOLATION OF RESTRAINING ORDER,2038,20,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,901.0,0.0,0.0,0.0,2900    VAQUERO                      AV,Unknown,34.0786,-118.1693,2020,15,Low
231008617,2023-04-30,2023-04-30,300,10,West Valley,1034,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,60,M,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,6100    ZELZAH                       AV,Unknown,34.1806,-118.5229,2023,3,Low
200110442,2020-04-14,2020-04-13,1451,1,Central,152,1,480,BIKE - STOLEN,0397 0344 1822,56,M,H,102.0,SIDEWALK,0.0,Unknown,IC,Invest Cont,480.0,0.0,0.0,0.0,500 W  6TH                          ST,Unknown,34.0481,-118.2542,2020,14,Low
230204212,2023-01-05,2023-01-05,1225,2,Rampart,237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 2000 0913 1813 0416 0401 0400 1243,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,0.0,0.0,200    WITMER                       ST,Unknown,34.061,-118.2615,2023,12,Moderate
211613829,2021-11-28,2021-11-26,1400,16,Foothill,1638,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,10400    KAILUA                       LN,Unknown,34.2574,-118.3002,2021,14,Low
210109597,2021-04-29,2021-04-20,900,1,Central,124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,29,M,W,138.0,STAIRWELL*,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,SPRING,TEMPLE,34.0549,-118.2426,2021,9,Low
211112620,2021-09-04,2021-08-27,1900,11,Northeast,1145,1,330,BURGLARY FROM VEHICLE,0344 1302,75,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,2200    INDIA                        ST,Unknown,34.103,-118.2555,2021,19,Moderate
212016234,2021-10-26,2021-09-24,1410,20,Olympic,2036,2,662,"BUNCO, GRAND THEFT",1822 0701,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,662.0,0.0,0.0,0.0,700 S  BERENDO                      ST,Unknown,34.0582,-118.2941,2021,14,Low
231410516,2023-04-30,2023-04-29,1900,14,Pacific,1413,1,330,BURGLARY FROM VEHICLE,0329 0344 0358 1307 1609,31,M,W,123.0,PARKING UNDERGROUND/BUILDING,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,300    BROADWAY,Unknown,33.9927,-118.4719,2023,19,Moderate
221611705,2022-08-22,2022-08-20,1500,16,Foothill,1677,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,47,M,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,8400    PETALUMA                     DR,Unknown,34.223,-118.3522,2022,15,Low
